category	specific	generic
/g/golf_course	sports fields, parks, leisure spaces	outdoor, man-made
/h/hot_tub/outdoor	sports fields, parks, leisure spaces	outdoor, man-made
/i/ice_skating_rink/outdoor	sports fields, parks, leisure spaces	outdoor, man-made
/i/igloo	sports fields, parks, leisure spaces	outdoor, man-made
/l/labyrinth/outdoor	sports fields, parks, leisure spaces	outdoor, man-made
/l/lido_deck/outdoor	sports fields, parks, leisure spaces	outdoor, man-made
/p/park	sports fields, parks, leisure spaces	outdoor, man-made
/p/pavilion	sports fields, parks, leisure spaces	outdoor, man-made
/p/picnic_area	sports fields, parks, leisure spaces	outdoor, man-made
/p/playground	sports fields, parks, leisure spaces	outdoor, man-made
/p/podium/outdoor	sports fields, parks, leisure spaces	outdoor, man-made
/p/putting_green	sports fields, parks, leisure spaces	outdoor, man-made
/r/racecourse	sports fields, parks, leisure spaces	outdoor, man-made
/r/raceway	sports fields, parks, leisure spaces	outdoor, man-made
/r/rope_bridge	sports fields, parks, leisure spaces	outdoor, man-made
/s/sandbox	sports fields, parks, leisure spaces	outdoor, man-made
/s/skatepark	sports fields, parks, leisure spaces	outdoor, man-made
/s/ski_slope	sports fields, parks, leisure spaces	outdoor, man-made
/s/stadium/baseball	sports fields, parks, leisure spaces	outdoor, man-made
/s/stadium/football	sports fields, parks, leisure spaces	outdoor, man-made
/s/swimming_pool/outdoor	sports fields, parks, leisure spaces	outdoor, man-made
/t/tennis_court/outdoor	sports fields, parks, leisure spaces	outdoor, man-made
/t/tent/outdoor	sports fields, parks, leisure spaces	outdoor, man-made
/t/track/outdoor	sports fields, parks, leisure spaces	outdoor, man-made
/t/tree_house	sports fields, parks, leisure spaces	outdoor, man-made
/v/volleyball_court/outdoor	sports fields, parks, leisure spaces	outdoor, man-made
/c/construction_site	industrial and construction	outdoor, man-made
/d/dam	industrial and construction	outdoor, man-made
/e/electrical_substation	industrial and construction	outdoor, man-made
/e/excavation	industrial and construction	outdoor, man-made
/g/garbage_dump	industrial and construction	outdoor, man-made
/i/industrial_area	industrial and construction	outdoor, man-made
/l/landfill	industrial and construction	outdoor, man-made
/n/nuclear_power_plant/outdoor	industrial and construction	outdoor, man-made
/o/oil_refinery/outdoor	industrial and construction	outdoor, man-made
/o/oilrig	industrial and construction	outdoor, man-made
/p/power_plant/outdoor	industrial and construction	outdoor, man-made
/t/trench	industrial and construction	outdoor, man-made
/w/water_tower	industrial and construction	outdoor, man-made
/w/wind_farm	industrial and construction	outdoor, man-made
/w/windmill	industrial and construction	outdoor, man-made
/b/balcony/exterior	houses, cabins, gardens, and farms	outdoor, man-made
/b/balcony/interior	houses, cabins, gardens, and farms	outdoor, man-made
/b/barn	houses, cabins, gardens, and farms	outdoor, man-made
/b/barndoor	houses, cabins, gardens, and farms	outdoor, man-made
/b/botanical_garden	houses, cabins, gardens, and farms	outdoor, man-made
/b/bow_window/outdoor	houses, cabins, gardens, and farms	outdoor, man-made
/c/cabin/outdoor	houses, cabins, gardens, and farms	outdoor, man-made
/c/chalet	houses, cabins, gardens, and farms	outdoor, man-made
/c/chicken_coop/outdoor	houses, cabins, gardens, and farms	outdoor, man-made
/c/corral	houses, cabins, gardens, and farms	outdoor, man-made
/c/cottage_garden	houses, cabins, gardens, and farms	outdoor, man-made
/c/courtyard	houses, cabins, gardens, and farms	outdoor, man-made
/d/doorway/outdoor	houses, cabins, gardens, and farms	outdoor, man-made
/d/driveway	houses, cabins, gardens, and farms	outdoor, man-made
/f/field/cultivated	houses, cabins, gardens, and farms	outdoor, man-made
/f/formal_garden	houses, cabins, gardens, and farms	outdoor, man-made
/g/greenhouse/outdoor	houses, cabins, gardens, and farms	outdoor, man-made
/h/hayfield	houses, cabins, gardens, and farms	outdoor, man-made
/h/herb_garden	houses, cabins, gardens, and farms	outdoor, man-made
/h/house	houses, cabins, gardens, and farms	outdoor, man-made
/h/hunting_lodge/outdoor	houses, cabins, gardens, and farms	outdoor, man-made
/k/kennel/outdoor	houses, cabins, gardens, and farms	outdoor, man-made
/m/mansion	houses, cabins, gardens, and farms	outdoor, man-made
/m/manufactured_home	houses, cabins, gardens, and farms	outdoor, man-made
/o/outhouse/outdoor	houses, cabins, gardens, and farms	outdoor, man-made
/p/patio	houses, cabins, gardens, and farms	outdoor, man-made
/r/residential_neighborhood	houses, cabins, gardens, and farms	outdoor, man-made
/r/rice_paddy	houses, cabins, gardens, and farms	outdoor, man-made
/s/shed	houses, cabins, gardens, and farms	outdoor, man-made
/s/ski_lodge	houses, cabins, gardens, and farms	outdoor, man-made
/s/ski_resort	houses, cabins, gardens, and farms	outdoor, man-made
/t/topiary_garden	houses, cabins, gardens, and farms	outdoor, man-made
/t/tree_house	houses, cabins, gardens, and farms	outdoor, man-made
/v/vegetable_garden	houses, cabins, gardens, and farms	outdoor, man-made
/v/veranda	houses, cabins, gardens, and farms	outdoor, man-made
/v/vineyard	houses, cabins, gardens, and farms	outdoor, man-made
/y/yard	houses, cabins, gardens, and farms	outdoor, man-made
/a/alley	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/a/apartment_building/outdoor	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/b/balcony/exterior	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/b/balcony/interior	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/b/bazaar/outdoor	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/b/building_facade	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/c/courtyard	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/c/crosswalk	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/d/diner/outdoor	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/d/doorway/outdoor	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/f/fire_escape	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/f/fire_station	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/g/gas_station	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/g/general_store/outdoor	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/h/hospital	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/h/hotel/outdoor	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/i/inn/outdoor	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/m/market/outdoor	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/m/medina	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/m/motel	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/o/office_building	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/p/parking_garage/outdoor	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/p/phone_booth	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/p/plaza	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/r/residential_neighborhood	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/r/restaurant_patio	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/s/schoolhouse	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/s/shopfront	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/s/skyscraper	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/s/slum	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/s/street	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/t/ticket_booth	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/v/village	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
/w/windmill	commercial buildings, shops, markets, cities, and towns	outdoor, man-made
